,,DESA,SAUSAGES,"Weight, KG","Price, DKK",,Ean CODE
,LIDO,Desa Bernu ar sieru,Children sausage with cheese,440g,35.00,,4750077100498
,Kekava,Desinas cepamas ar sieru,Cooking sausage with cheese,400g,30.00,,4750303703387
,Rezeknes Galas Kombinats,Sardeles augstaka labuma,"Boiled sausage ""Extra""",400g,37.00,,4751005454478
,Rezeknes Galas Kombinats,Reals cisinš no rezeknes,Real sausages,485g,40.00,,4751005455079
,Rezeknes Galas Kombinats,Bernu cisini,Sausages for children without E,370g,36.00,,4751005455406
,Rezeknes Galas Kombinats,Sudžuks,Sudzhuk,220g,38.00,,4751005455390
,Rezeknes Galas Kombinats,Kalnu servelade,Mountain cervelat,265g,30.00,,4751005455277
,Rezeknes Galas Kombinats,Doktordesa,"Boiled sausage ""Doktora extra""",400g,37.00,,4751005453846
,Rigas Miesnieks,"Cisini klasiskie ""Doktora""",,900g,,,4740003007489
,Rigas Miesnieks,Rakveres cisini,,500g,,,4750174056360
,Rramata,"Sardeles ""Krejuma"" (apkupinatas)",,"~1,5 kg",,,2310405516
,Rramata,"Desa ""Rigas""",,250g,,,4750559306165
,,VISTA,CHICKEN ,"Weight, KG","Price, DKK",,Ean CODE
,LIDO,Zaveta vista,Smoked chicken,~ 1kg,100/kg,,231030071
,Rezeknes Galas Kombinats,Žavetas vistu kajinas,Smoked chicken hips,400g,28.00,,4751005451682
,Rezeknes Galas Kombinats,Smoked chicken quarter,Smoked chicken quarter,~500g-1kg,60/kg,,237401640
,Rezeknes Galas Kombinats,"Smoked chicken hips ""Rezekne""", ,~500-800g,60/kg,,237405270
,Rezeknes Galas Kombinats,Kūpinati vistu sparnini,Smoked chicken wings,375g,29.00,,4751005450425
,Rezeknes Galas Kombinats,Smoked chicken rool,Smoked chicken rool,~450g,60/kg,,237406360
,Rezeknes Galas Kombinats,Marinated smoked chicken,Marinated smocked chicken,~400-600g,85/kg,,237403480
,,TONGUE,TONGUE,,,,
,Rezeknes Galas Kombinats,Lauku delikatese ar meli forma,Deliacacy with tongue,415g,27.00,,4751005453235
,,LARD,LARD,"Weight, KG","Price, DKK",,Ean CODE
,Rezeknes Galas Kombinats,Lard with salt,Lard with salt,~ 300-500g,62/kg,,237401670
,Rezeknes Galas Kombinats,Sviestmaižu spekis ar kiplokiem,Sandwich lard with garlic,200g,14.00,,4751005450159
,,KONSERVI,CANNED FOOD,"Weight, KG","Price, DKK",,Ean CODE
,Rezeknes Galas Kombinats,Zirga galas delikatese,Horse meat delicacy,250g,28.00,,4751005455260
,Rezeknes Galas Kombinats,Lauku sauteta cukgala,"Stewed pork ""Country""",250g,12.00,,4751005453594
,Rezeknes Galas Kombinats,Vista želeja,Chicken in jelly,250g,11.00,,4751005454294
,Rezeknes Galas Kombinats,Cūkgala ar pupinam,Pork with beans,250g,13.00,,4751005453044
,Rezeknes Galas Kombinats,Tūristu brokastis,Tourist's breakfast with pork,250g,15.00,,4751005453037
,Rezeknes Galas Kombinats,Sauteta cūkgala,Stewed pork,250g,16.00,,4751005452993
,,Sauteta cūkgala,Stewed pork,325g,22.00,,4751005454812
,,Cūkgalas gulašs,Pork goulash,250g,17.00,,4751005453167
