ALCOHOL DRINKS,,,,,,
,PIWO,BEER,WEIGHT,"PRICE, DKK",BARCODE,Type
,KISIEL,KISSEL,WEIGHT,"PRICE, DKK",BARCODE,Type
Delecta,"Kisiel ""Owocowy kubek"" smak zielone jabluszko",Kissel with green apple taste,30g,5,5900983000811,Type
Delecta,"Kisiel ""Owocowy kubek"" smak owoce lesne",Kissel with forest berries taste,30g,5,5900983000873,Type
Delecta,"Kisiel ""Owocowy kubek"" o smaku wisniewym",Kissel with cherry taste,30g,5,5900983000897,Type
Delecta,"Kisiel ""Owocowy kubek"" o smaku truskawkowym",Kissel with strawberry taste,30g,5,5900983000880,Type
Delecta,"Kisiel ""Owocowy kubek"" o smaku malinowym",Kissel with raspberry taste,30g,5,5900983000866,Type
Delecta,"Kisiel ""Owocowy kubek"" o smaku gruszki i sliwki z nuta gozdzikow",Kissel with pear and plump taste with a hint of clove,30g,5,5900983001788,Type
Delecta,"Kisiel ""Owocowy kubek"" o smaku malin i pomaranczy z nuta imbiru",Kissel with raspberry and orange taste with a hint of ginger,30g,5,5900983001771,Type
Delecta,Kisiel smak zurawinowy,Kissel with cranberry taste,58g,6,5900983001016,Type
,GALARETKA,JELLY,WEIGHT,"PRICE, DKK",BARCODE,Type
Gellwe,"Galaretka ""Frugo"" o smaku granatowym i truskawkowym","""Frugo"" jelly with pomegranate and strawberry taste",75g,6,5900552052821,Type
Gellwe,"Galaretka ""Frugo"" o smaku jagodowy","""Frugo"" jelly with blueberries taste",75g,6,5900552052906,Type
Gellwe,Galaretka smak wisniowy,Jelly with cherry taste,75g,6,5900552009825,Type
Gellwe,Galaretka smak owoce lesne,Jelly with forest fruits taste,75g,6,5900552009832,Type
Gellwe,Galaretka smak brzoskwiniowy,Jelly with peach taste,75g,6,5900552009757,Type
Gellwe,Galaretka smak pomaranczowy,Jelly with orange taste,75g,6,5900552009795,Type
Gellwe,Galaretka smak truskawkowy,Jelly with strawberry taste,75g,6,5900552009818,Type
Delecta,Galaretka smak agrestowy,Jelly with gooseberry taste,75g,6,5900983002709,Type
Delecta,Galaretka smak pomaranczowy,Jelly with orange taste,75g,6,5900983002754,Type
Delecta,Galaretka smak czarnej porzeczki,Jelly with black currant taste,75g,6,5900983002785,Type
Delecta,Galaretka smak truskawkowy,Jelly with strawberry taste,75g,6,5900983002761,Type
Delecta,Galaretka smak wisniowy,Jelly with cherry taste,75g,6,5900983002778,Type
Delecta,Galaretka smak cytrynowy,Jelly with lemon taste,75g,6,5900983002730,Type
Delecta,Galaretka smak brzoskwiniowy,Jelly with peach taste,75g,6,5900983002723,Type
Delecta,Galaretka smak gruszkowy,Jelly with pear taste,75g,6,5900983002792,Type
,DEKORACJE ŻYWNOŚCI,FOOD DECORATIONS,WEIGHT,"PRICE, DKK",BARCODE,Type
Delecta,Cukier migdalowy,Almond sugar,15g,3,5900983005090,Type
Delecta,Cukier cynamonowy,Cinnamon sugar,15g,3,5900983005083,Type
Delecta,Cukier wanilnowy,Vanilla powder,30g,6,5900983005014,Type
Dr. Oetker,Cukier wanilinowy,Vanilla powder,16g,6,5900437012278,Type
Dr. Oetker,Cukier wanilinowy,Vanilla powder,43g,12,5900437012254,Type
Delecta,Proszek do pieczenia,Baking powder,15g,3,5900983005168,Type
Delecta,"""Decorada"" posypka dekoracyjna smak owocowy","Decorative topping with fruit taste ""Decorada""",30g,7,5900983019929,Type
Delecta,"""Decorada"" platki czekoladowe","Chocolate decorative topping ""Decorada""",40g,7,5900983019806,Type
Delecta,"""Decorada"" karmel","Caramel decorative topping ""Decorada""",30g,7,5900983019844,Type
Helio,Wiorki kokosowe,Coconut shrims,90g,9,5905617001981,Type
,BITA SMIETANA W PROSZKU,WHIPPED CREAM IN POWDER,WEIGHT,"PRICE, DKK",BARCODE,Type
Gellwe,"Bita smietana ""Sniezka""",Whipped cream,60g,7,5900552000273,Type
Gellwe,"Bita smietana ""Sniezka Light""",Whipped cream (light),60g,7,5900552000686,Type
Gellwe,Smietanex,Sour cream,12g,3,5900552018643,Type
Winiary,Bita smietana,Whipped cream,55g,7,7613031232130,Type
Delecta,Sniezka oryginalna,Whipped cream,51g,7,5900983004949,Type
Delecta,Mix do smietany,Mix for sour cream,13g,3,5900983004734,Type
,AROMAT,AROMA,WEIGHT,"PRICE, DKK",BARCODE,Type
Delecta,Aromat do ciast arakowy,Arakowy flavour for cake,9ml,7,59027058,Type
Delecta,Aromat do ciast rumowy,Rum flavour for cake,9ml,7,59027096,Type
Delecta,Aromat do ciast cytrynowy,Lemon flavour for cake,9ml,7,59027065,Type
Delecta,Aromat do ciast pomaranczowy,Orange flavour for cake,9ml,7,59027089,Type
Delecta,Aromat do ciast migdalowy,Almond flavour for cake,9ml,7,59027072,Type
Delecta,Aromat do ciast waniliowy,Vannilla flavour for cake,9ml,7,59027119,Type
Delecta,Aromat do ciast smietankowy,Sour cream flavour for cake,9ml,7,59027102,Type
Gellwe,Aromat waniliowy,Vanilla flavour for cake,10ml,7,59048008,Type
,MLEKO W PROSZKU,SKIMMED MILK,WEIGHT,"PRICE, DKK",BARCODE,Type
Rovema,Mleko w proszku odtluszczone granulowane,Granulated skimmed milk powder,250g,17,5900691033217,Type
,ZELATYNA,GELATINE,WEIGHT,"PRICE, DKK",BARCODE,Type
Gellwe,Zelatyna,Gelatine,50g,10,5900552000365,Type
Prymat,Zelatyna spozywcza,Gelatine,30g,8,5901135017534,Type
Cykoria,Zelatyna spozywcza,Gelatine,50g,10,5900288000837,Type
Dr. Oetker,Zelatyna,Gelatine,50g,8,5900437072203,Type
,GLUKOZA,GLUCOSE,WEIGHT,"PRICE, DKK",BARCODE,Type
Delecta,Glukoza,Glucose,100g,9,5900983020482,Type
,MAK,POPPY SEEDS,WEIGHT,"PRICE, DKK",BARCODE,Type
Kresto,Mak,Grounded poppy seeds,200g,17,5902451021205,Type
BackMit,Mak mielony,Grounded poppy seeds,200g,19,9001458065260,Type
,RODZYNKI,RAISINS,WEIGHT,"PRICE, DKK",BARCODE,Type
Bakalland,Rodzynki luksusowe,Raisins,100g,15,5900749020299,Type
,MIOD,HONEY,WEIGHT,"PRICE, DKK",BARCODE,Type
Pudliszki,Miod sztuczny,Artificial honey,270g,25,5900783000448,Type
,DZEM,JAM,WEIGHT,"PRICE, DKK",BARCODE,Type
Sloneczny ogrod,Dzem brzoskwiniowy,Peach jam,280g,8,5908235940588,Type
Lowicz,Dzem ananasowy,Pineapple jam,280g,20,5900397008144,Type
Lowicz,Dzem truskawkowy,Strawberry jam,280g,20,5900397006744,Type
Lowicz,Dzem malinowy,Raspberry jam,280g,20,5900397007543,Type
Lowicz,Dzem brzoskwiniowy,Peach jam,280g,20,5900397008540,Type
Lowicz,Dzem z aronii,Chokeberry jam,280g,20,5900397008342,Type
Lowicz,Dzem sliwka mirabelka,Plum mirabelka jam,280g,20,5900397733985,Type
Lowicz,Dzem wisniowy,Cherry jam,280g,20,5900397006546,Type
Lowicz,Dzem wisniowy,Cherry jam,450g,22,5900397734630,Type
,OWOCE W PUSZEK,FRUITS IN CANS,WEIGHT,"PRICE, DKK",BARCODE,Type
Green Garden,Brzoskwinie polowki w syropie,Canned peach,820g,20,5902166708057,Type
,MASA,MASS FOR DESSERT,WEIGHT,"PRICE, DKK",BARCODE,Type
,Makowa,Poppy seeds mass,,,,Type
Bakalland,Masa makowa z bakaliami,Poppy seeds mass with nuts and raisins,850g,51,5900749560016,Type
Helio,Masa makowa z bakaliami,Poppy seeds mass with nuts and raisins,850g,51,5905617009000,Type
,Krowkowa,Caramelised condensed milk mass,,,,Type
Helio,Masa krowkowa o smaku kawowym,Caramelised condensed milk mass with coffee taste,400g,25,5905617009246,Type
Helio,Masa krowkowa o smaku kokosowym,Caramelised condensed milk mass with coconut taste,400g,25,5905617009222,Type
Helio,Masa krowkowa kajmak,Caramelised condensed milk mass - kaymak,400g,25,5905617009208,Type
Helio,Masa krowkowa o smaku orzechowym,Caramelised condensed milk mass with nuts taste,400g,25,5905617009215,Type
Helio,Masa krowkowa o smaku czekoladowym,Caramelised condensed milk mass with chocolate taste,400g,25,5905617009239,Type
Helio,Masa krowkowa kukulka,Caramelised condensed milk mass,400g,25,5905617009260,Type
,KOKTAJLOWE CZERESNIE,COCTAIL CHERRIES,WEIGHT,"PRICE, DKK",BARCODE,Type
Rolnik,Koktajlowe czeresnie w syrolie (czerwone),Coctail cherries in syrup (red),370g,30,5900919004258,Type
Rolnik,Koktajlowe czeresnie w syrolie (zielone),Coctail cherries in syrup (green),370g,30,5900919004241,Type
,PRZYPRAWY/ MARINATY,SEASONING/ MARINADE,WEIGHT,"PRICE, DKK",BARCODE,Type
Podravka,Vegeta oryginalna,"Seasoning mix ""Vegeta""",1 kg,59,5904353039050,Type
Podravka,Vegeta oryginalna,"Seasoning mix ""Vegeta""",500g,35,5904353039043,Type
Podravka,Vegeta oryginalna,"Seasoning mix ""Vegeta""",300g,19,3850104216466,Type
Podravka,Vegeta oryginalna,"Seasoning mix ""Vegeta""",200g,19,5904353039340,Type
Podravka,Vegeta,"Seasoning mix ""Vegeta""",75g,7,5904353039012,Type
Winiary,"""Jarzynka"" universalna przyprawa do potraw","Universal seasoning mix ""Jarzynka""",200g,10,7613033790959,Type
Winiary,"""Ziarenka smaku"" przyprawa universalna",Universal seasoning mix,120g,10,5900862214162,Type
Winiary,"""Ziarenka smaku"" przyprawa universalna",Universal seasoning mix,200g,15,5900862214209,Type
Winiary,"""Ziarenka smaku"" przyprawa drobiowa",Seasoning for poultry,120g,10,5900862216661,Type
Kamis,Marynata staropolska,"Marinade ""Staropolska""",20g,6,5900084087018,Type
Kamis,Marynata pikantna,Spicy marinade,20g,6,5900084089012,Type
Kamis,Przyprawa do ryb,Seasoning for fish,20g,6,5900084235198,Type
Kamis,Estragon,Tarragon,10g,6,5900084015011,Type
Kamis,Majeranek,Marjoram,9g,6,5900084235099,Type
Kamis,Grill pikantny,Spicy seasong for grill,25g,6,5900084132015,Type
Kamis,Przyprawa do piernika,Seasoning for gingerbread,20g,6,5900084202787,Type
Kamis,Chrupiacy kurczak panierka klasyczna,Bread crumbs for crunchy chicken,90g,12,5900084128018,Type
Kamis,Fix nuggetsy klasyczne,Bread crumbs for nuggets,90g,14,5900084232807,Type
Galeo,Przyprawa do kurczaka,Seasoning for chicken,25g,6,5900084195805,Type
Galeo,Bazylia,Basil,8g,4,5900084244954,Type
Galeo,Ziola prowansalskie,"Herbes ""de Provence""",8g,4,5900084245678,Type
Galeo,Czosnek granulowany,Granulated garlic,20g,4,5900084196604,Type
Galeo,Tymianek,Thyme,8g,4,5900084245272,Type
Galeo,Pieprz czarny mielony,Grounded black pepper,15g,4,5900084245210,Type
Galeo,Pieprz czarny ziarnisty,Grainy black pepper,15g,4,5900084245234,Type
Galeo,Kminek,Caraway,20g,4,5900084195706,Type
Galeo,Cynamon mielony,Grounded cinnamon,20g,4,5900084196307,Type
Appetita,Czosnek granulowany,Grounded garlic,20g,6,5902795003264,Type
Appetita,Gorczyca biala,White mustard (powder),30g,6,5902795003073,Type
Appetita,Pietruszka suszona nac,Dried parsley,6g,6,5902795003301,Type
Appetita,Przyprawa do frytek ziemniakow,Seasoning for French fries,25g,6,5902795000324,Type
Appetita,Przyprawa do ryby,Seasoning for fish,20g,6,5902795000379,Type
Appetita,Przyprawa do flakow,Seasoning for guts,39g,6,5902795000416,Type
Appetita,Mieszanka do ogorkow kwaszonych,Blend for canned cucumbers,40g,6,5902795003981,Type
Prymat,Ziele angielsie mielone,Grounded allspice herbes,15g,6,5901135013437,Type
Prymat,Przyprawa do indyka,Seasoning for turkey,25g,6,5901135024242,Type
Prymat,Lisc laurowy,Bay leaf,6g,4,5901135000482,Type
Prymat,Mieszanka do ogorkow konserwowych,Blend for canned cucumbers,40g,6,5901135030670,Type
Prymat,Cinamon mielony,Grounded cinnamon,,,,Type
Knorr,Grill pikantny kurczak,Seasoning for spicy grill chicken,40g,10,8712100574573,Type
Cykoria,Przyprawa do konserwowania ogorkow,Seasoning for cucumbers,45g,8,5900288222635,Type
,SOSY W PROSZKU,SAUCES IN POWDER,WEIGHT,"PRICE, DKK",BARCODE,Type
Knorr,Fix makaron kremowe 4 sery z mozzarella,4 kinds mozzarella cheese sauce for pasta,45g,12,8712100407871,Type
Winiary,Sos pieczarkowy,Champignon sauce,32g,10,5900085009972,Type
Winiary,Sos borowikowy,Boletus sauce,33g,10,7613035273993,Type
Winiary,Sos grzybowy,Mushroom sauce,30g,10,7613030963134,Type
Winiary,"""Pomysl na"" chlopski garnek",Sauce for peasant pot,40g,12,7613033000652,Type
,BULION,BROTH,WEIGHT,"PRICE, DKK",BARCODE,Type
Winiary,Bulion na zeberkach (12 kostek),Ribs broth (12 pcs),120g,12,7613032609757,Type
Winiary,Bulion na zeberkach (6 kostek),Ribs broth (6 pcs),60g,6,7613032609771,Type
Winiary,Bulion cielecy (6 kostek),Veal broth (12 pcs),60g,6,7613032376710,Type
Winiary,Bulion brobiowy z zielem angielskim i lisciem laurowym (6 kostek),Chicken broth with allspice and bay leaf (6 pcs),60g,6,7613031569410,Type
Winiary,Bulion z grzybami lesnymi (6 kostek),Forest mushroom broth (6 pcs),60g,6,7613033214684,Type
Winiary,Rosol drobiowo warzywny (6 kostek),Chicken and vegetable broth (6 pcs),60g,6,7613033214523,Type
Winiary,Kostka do smaku warzywna (6 kostek),Vegetable broth (6 pcs),60g,6,8585002465160,Type
Winiary,"Rosol drobiowy ""Kogutek"" (4 kostki)","Chicken broth ""Kogutek"" (4 pcs)",36g,6,7613034607942,Type
Podravka,"Rosol drobiowy ""Vegeta"" (6 kostek)","Chicken broth ""Vegeta"" (6 pcs)",60g,6,3850104267208,Type
Podravka,"Rosol drobiowy ""Vegeta"" (12 kostek)","Chicken broth ""Vegeta"" (12 pcs)",120g,10,3850104267215,Type
Podravka,"Rosol wolowy ""Vegeta"" (6 kostek)","Beef broth ""Vegeta"" (6 pcs)",60g,6,3850104267222,Type
Podravka,"Rosol wolowy ""Vegeta"" (12 kostek)","Beef broth ""Vegeta"" (12 pcs)",120g,10,3850104267192,Type
,CHLEB,FRESH BREAD,WEIGHT,"PRICE, DKK",BARCODE,Type
Oskroba,"Chleb ""Zlocisty"" pszenno-zytni","Fresh wheat-rye bread ""Golden""",400g,12,5900340000935,Type
Oskroba,"Chleb ""Wiejski"" pszenno-zytni","Fresh wheat-rye bread ""Country""",500g,12,5900340000942,Type
Oskroba,"Chleb ""Firmowy"" pszenno-zytni","Fresh wheat-rye bread ""Company""",500g,12,5900340000379,Type
Piekarnia Marek Kozlowski,Kawiarka,Fresh white bread,400g,12,5905388090689,Type
FISH PRODUCTS,,,,,,Type
,PRODUKTY SLEDZIOWE,HERRING PRODUCTS,WEIGHT,"PRICE, DKK",BARCODE,Type
Lisner,Filety sledziowe w sosie musztardowym,Herring fillets in mustad sauce,280g,23,5900344018141,Type
Lisner,Filety sledziowe w sosie hawajskim,Herring fillets in Hawaiian sauce,280g,23,5900344018165,Type
Lisner,Filety sledziowe w sosie koperkowym,Herring fillets in dill sauce,280g,23,5900344018134,Type
Lisner,Filety sledziowe w sosie jogurtowym,Herring fillets in yoghurt sauce,280g,23,5900344018271,Type
Marinus,Filety sledziowe w sosie smietankowym,Herring fillets in yoghurt sauce,250g,23,5900344038118,Type
Lisner,"""Sledzik na raz"" w sosie koperkowym",Herring fillets in dill sauce,100g,11,5900344403725,Type
Lisner,"""Sledzik na raz"" z cebulka",Herring fillet with onion,100g,11,5900344901788,Type
Lisner,"""Sledzik na raz"" z papryka",Herring fillet with paprika,100g,11,5900344901801,Type
Lisner,Wiejskie filety sledziowe w oleju z cebulka,Herring fillet in oil with onion,600g,43,5900344700367,Type
Lisner,Rolmopsy w aromatycznej zalewie octowo- korzennej,Rollmops in spicy vinegar marinade,400g,24,5900344101447,Type
Lisner,"Platy sledziowe ""Bismarck"" w aromatycznej zalewie octowo- korzennej",Herring fillet in spicy vinegar marinade,400g,24,5900344102444,Type
Seko,Platy sledziowe smazone w zalewie octowej,Fried herring in vinegar marinade,800g,30,5902353004108,Type
Seko,Koreczki sledziowe po meksykansku,Herring rolls in Mexican style,220g,22,5902353009448,Type
Seko,Przysmak kaszubski (bez skory),Delicacy herring fillet,200g,22,5902353009769,Type
Seko,Koreczki gizyckie,Herring rolls,200g,22,5902353010185,Type
,SALATKI Z RYB,FISH SALADS,WEIGHT,"PRICE, DKK",BARCODE,Type
Seko,Salatka polska ze sledziem i gtoszkiem,Polish salad with herring and peas,150g,10,5902353022072,Type
Seko,Salatka polska ze sledziem i ogorkiem,Polish salad with herring and cucumber,150g,10,5902353022065,Type
Seko,Salatka meksykanska ze sledziem i czerwona fasola,Mexican salad with herring and red beans,150g,10,5902353022058,Type
Seko,Salatka sledziowa z kukurydza,Herring salad with corn,150g,10,5902353022089,Type
MILK PRODUCTS,,,,,,Type
,MLEKO,MILK,WEIGHT,"PRICE, DKK",BARCODE,Type
MLEKPOL,"Łaciate 3,2%",Milk 3.2%,1l,9,5900820012229,Type
MLEKPOL,Łaciate 2%,Milk 2%,1l,9,5900820012212,Type
PIĄTNICA,"Mleko wiejskie świeże 3,2%",Fresh milk 3.2%,1l,10,5901939000794,Type
PIĄTNICA,Mleko wiejskie świeże 2%,Fresh milk 2%,1l,10,5901939000770,Type
Tan-Vien,Mleczko kokosowe,Coconut milk,400ml,10,5901882137677,Type
,MLEKO SMAKOWE,FLAVOURED MILK,WEIGHT,"PRICE, DKK",BARCODE,Type
ŁACIATE,Mleko UHT o smaku waniliowym,Milk drink with vanilla taste,250ml,8,5900820010041,Type
ŁACIATE,Mleko UHtT o smaku czekoladowym,Milk drink with chocolate taste,250ml,8,5900820010010,Type
ZOTT,Monte Drink,"Milk drink ""Monte""",200ml,8,4014500041780,Type
ZOTT,Monte drink,"Milk drink ""Monte""",380ml,20,40145143,Type
,KEFIR,KEFIR,WEIGHT,"PRICE, DKK",BARCODE,Type
MILKO,Kefir naturalny,Natural kefir,1l,12,5900820001353,Type
MILKO,Kefir naturalny,Natural kefir,400ml,8,5900820014063,Type
JOVI,Kefir Śliwka Suszona,"Kefir ""Dried plum"" with plum taste ",350g,10,5903767008782,Type
,JOGURTY,YOGHURT,WEIGHT,"PRICE, DKK",BARCODE,Type
ZOTT,Monte waffle sticks,Monte yoghurt desert with waffle stics taste,125g,10,4014500511269,Type
ZOTT,Monte cacao cookies,Monte yoghurt desert with cocoa cookies taste,125g,10,4014500511245,Type
ZOTT,Monte crunchy,Monte yoghurt desert crunchy,125g,10,4014500511221,Type
ZOTT,Monte,Monte yoghurt desert,150g,10,40145990,Type
ZOTT,Monte MAX,Monte yoghurt desert,400g,24,4014500043364,Type
ZOTT,Monte DESER MLECZNY Z CZEKOLADĄ I ORZECHAMI,Monte yoghurt desert with chocolate and nuts,330g,20,4014500043326,Type
ZOTT,Monte BALANCE,Monte yoghurt desert light,330g,20,4014500511788,Type
ZOTT,"Monte deser mleczny z czekolada, orzechami i drazami kakaowym w otoczce cukrowej","Monte yoghurt desert with chocolate, nuts and chocolate candies",70g,9,4014500511566,Type
ZOTT,"Jogurt ""Jogobella"" gruszka","Yoghurt ""Jogabella"" with pear taste",150g,5,4014500031002,Type
ZOTT,"Jogurt ""Jogobella"" morela","Yoghurt ""Jogabella"" with morela taste",150g,5,4014500031002,Type
ZOTT,"Jogurt ""Jogobella"" mango","Yoghurt ""Jogabella"" with mango taste",150g,5,4014500014425,Type
ZOTT,"Jogurt ""Jogobella"" jagoda","Yoghurt ""Jogabella"" with blueberry taste",150g,5,4014500021560,Type
ZOTT,"Jogurt ""Jogobella"" banan","Yoghurt ""Jogabella"" with banana taste",150g,5,4014500014425,Type
ZOTT,"Jogurt ""Jogobella"" czeresnia","Yoghurt ""Jogabella"" with dark cherry taste",150g,5,4014500031002,Type
ZOTT,"Jogurt ""Jogobella"" owoce lesne","Yoghurt ""Jogabella"" with forest berries taste",150g,5,4014500031002,Type
ZOTT,"Jogurt ""Jogobella"" truskawka i poziomka","Yoghurt ""Jogabella"" with strawberry taste",150g,5,4014500006093,Type
ZOTT,"Jogurt ""Jogobella"" kiwi","Yoghurt ""Jogabella"" with kiwi taste",150g,5,4014500014425,Type
ZOTT,"Jogurt ""Jogobella"" wisnia","Yoghurt ""Jogabella"" with cherry taste",150g,5,4014500006093,Type
ZOTT,"Jogurt ""Jogobella"" brzoskwinia","Yoghurt ""Jogabella"" with apricot taste",150g,5,4014500006093,Type
ZOTT,"Jogurt ""Jogobella"" ananas","Yoghurt ""Jogabella"" with pineapple taste",150g,5,4014500014425,Type
ZOTT,"Jogurt ""Jogobella"" malina","Yoghurt ""Jogabella"" with raspberry taste",150g,5,4014500006093,Type
DANONE,Danio smak waniliowy,Danio yoghurt with vanilla taste,140g,6,59052227,Type
DANONE,Danio edycja limitowana,Danio yoghurt,140g,6,59070498,Type
DANONE,Danio edycja limitowana,Danio yoghurt,140g,6,59070504,Type
DANONE,Danio malinowe,Danio yoghurt with raspberry taste,140g,6,59025191,Type
DANONE,Danio extra z kawałkami toffi,Danio yoghurt with pieces of toffi,140g,6,59050223,Type
DANONE,Danio extra z kokosowymi kawałkami,Danio yoghurt with pieces of coconut,140g,6,59050216,Type
DANONE,Daniio truskawkowe,Danio yoghurt with strawberry taste,140g,6,59031291,Type
DANONE,Danio brzoskwiniowe,Danio yoghurt with peach taste,140g,6,59031819,Type
DANONE,Danio białe,Danio yoghurt white,140g,6,59051954,Type
Piatnica,"Jogurt typu grieckiego ""Piatus"" truskawkowy","Greek style youghurt ""Piatus"" with strawberry taste",125g,6,5900531003622,Type
Piatnica,"Jogurt typu grieckiego ""Piatus"" bananowy","Greek style youghurt ""Piatus"" with banana taste",125g,6,5900531003646,Type
Piatnica,"Jogurt typu grieckiego ""Piatus"" waniliowy","Greek style youghurt ""Piatus"" with vanilla taste",125g,6,5900531003639,Type
,SMALEC/ MASŁO,BUTTER,WEIGHT,"PRICE, DKK",BARCODE,Type
SMAK DLA CIEBIE,Smalec wyborowy,Lard,200g,"9,00",5902020595359,Type
Mlekpol,"Maslo extra ""Laciate""",Extra butter,200g,"18,00",5900820000257,Type
DELMA,Masło extra maślany smak,Butter with extra butter taste,250g,"10,00",8722700780458,Type
MLEKOVIT,Masło polskie,Polish butter,200g,"18,00",5900512300108,Type
,TWARÓG,COTTAGE CHEESE,WEIGHT,"PRICE, DKK",BARCODE,Type
PRESIDENT,Twaróg delikatny,Cottage cheese,220g,10,5908275688136,Type
MLEKPOL,Mazurski smak tawróg chudy,Cottage cheese 0.5%,250g,14,5900820007874,Type
MLEKPOL,Maurski smak twaróg półtłusty `,Cottage cheese 9%,250g,14,5900820007768,Type
MLEKPOL,Mazurski smak tawróg tłusty,Cottage cheese 15%,250g,14,5900820007751,Type
PIĄTNICA,Twaróg wiejski lekki,Rural cottage cheese 0.5%,250g,14,5900531004049,Type
PIĄTNICA,Twaróg wiejski półtłusty,Rural cottage cheese 9%,250g,14,5900531004018,Type
PIĄTNICA,Twaróg wiejski tłusty,Rural cottage cheese 15%,250g,14,5900531004025,Type
,SER,CHEESE,WEIGHT,"PRICE, DKK",BARCODE,Type
MLEKOVITA,Ser FAVIT sałatkowo-kanapkowy półtłusty,Cheese for salads and sandwiches,270g,15,5900512700038,Type
Mlekpol,Ser rolada ustrzycka,Cheese roulade,~750g,,2719187007,Type
,SEREK,CHEESE MASS/ PROCESSED CHEESE/ CHEESE CREAM,WEIGHT,"PRICE, DKK",BARCODE,Type
DELFIKO,Serek śmietankowy,Cheese mass with cream taste,1kg,49,5903240584550,Type
MLEKPOL,Serek topiony z szynką,Processed cheese with ham,100g,"6,00",5900820000844,Type
MLEKPOL,Serek topiony ze szczypiorkiem,Processed cheese with chives,100g,"6,00",5900820000851,Type
MLEKPOL,Serek topiony kremowy,Processed cheese cream,100g,"6,00",5900820000806,Type
MLEKPOL,Łaciaty z chrzanem,Cheese cream with horseradish,150g,"10,00",5900820011536,Type
MLEKPOL,Łaciaty z cebulą i szczypiorkiem,Cheese cream with onion and chives,150g,"10,00",5900820011567,Type
MLEKPOL,Łaciaty meksykański smak,Cheese cream Mexican taste,150g,"10,00",5900820011550,Type
MLEKPOL,Łaciaty naturalny,Cheese cream natural,150g,"10,00",5900820011529,Type
,ŚMIETANA,SOUR CREAM,WEIGHT,"PRICE, DKK",BARCODE,Type
PIĄTNICA,Śmietana do sałatek 22%,"Sour cream for salads, 22%",200g,8,5900531001017,Type
,BATONIK NA ZIMNO,BAR,WEIGHT,"PRICE, DKK",BARCODE,Type
ZOTT,Monte SNACK,Monte SNACK,29g,6,4014500506999,Type
FREEZER,,,,,,Type
,PYZY/ PIEROGI/ USZKA,DUMPLINGS/ TORTELLINI,WEIGHT,"PRICE, DKK",BARCODE,Type
JAWO,Pyzy ziemniaczane,Potato dumplings,450g,25,5902885000272,Type
JAWO,Pierogi ze szpinakiem,Dumplings with spinach,450g,25,5902885000326,Type
JAWO,Pierogi satropolskie,Traditional Polish dumplings,450g,30,5902885000333,Type
JAWO,Pierogi z mięsem,Dumplings with meat,450g,30,5902885000128,Type
JAWO,Uszka z grzybami,Dumplings with mushrooms,300g,25,5902885000715,Type
JAWO,Uszka z kapustą i grzybami,Dumplings with cabbage and mushrooms,300g,25,5902885000722,Type
,KLUSKI/ NALESNIKI/ KROKIETY,PANCAKES,WEIGHT,"PRICE, DKK",BARCODE,Type
JAWO,Kluski leniwe z serem,Lazy dumplings with cheese,450g,25,5902885000210,Type
JAWO,Naleśniki z serem,Pancakes with cheese,400g,25,5902885000401,Type
JAWO,Krokiety z mięsem,Pancakes with meat,400g,30,5902885000371,Type
JAWO,Krokiety z kapustą i grzybami,Pancakes with cabbage and mushrooms,400g,25,5902885000364,Type
MEAT FRIDGE,,,,,,Type
,KABANOSY,DRY SAUSAGE KABANOS,WEIGHT,"PRICE, DKK",BARCODE,Type
SOKOŁOW,Kabanosy Francuskie GOLD PREMIUM,Kabanos GOLD PREMIUM French style,360g,75,5900562486906,Type
SOKOŁOW,Kabanosy Tureckie GOLD PREMIUM,Kabanos GOLD PREMIUM Turkish style,120g,26,5900562489006,Type
SOKOŁOW,Kabanosy Luksusowe pikantne GOLD PREMIUM,Kabanos GOLD PREMIUM spicy,450g,49,22180690045,Type
SOKOŁOW,Kabanosy Luksusowe gold GOLD PREMIUM,Kabanos GOLD PREMIUM,~750g,115,2839530007,Type
SOKOŁOW,Kabanosy Luksusowe z drobiem GOLD PREMIUM,Kabanos GOLD PREMIUM with poultry,~500g,115,2904641005,Type
SOKOŁOW,Kabanosy Francuskie GOLD QUALITY,Kabanos GOLD QUALITY French style,120g,26,5900562487002,Type
SOKOŁOW,Kabanosy Amerykańskie GOLD QUALITY,Kabanos GOLD QUALITY American style,120g,26,5900562489105,Type
SOKOŁOW,Kabanosy Wegierskie GOLD QUALITY,Kabanos GOLD QUALITY Hungarian style,120g,26,5900562488801,Type
TARCZYNŚKI,Kabanosy dojrzewający select klasyczny,Kabanos classic,120g,32,5908230514517,Type
TARCZYŃSKI,Kabanos exclusive chilli,Kabanos exclusive chilli,120g,32,043207150525160607,Type
TARCZYŃSKI,Kabanos exclusive drobiowy z dodatkiem wieprzowiny,Poultry kabanos with addition of pork,120g,32,043205150895160612,Type
TARCZYŃSKI,kabanos exclusive wieprzowy z dodatkiem wolowiny,Pork kabanos with addition of beef,120g,32,041207150895160604,Type
TARCZYNŚKI,Kabanos wieprzowy exclusive go,Pork kabanos,50g,15,5908230514340,Type
,PARÓWKI,FRANKFURTERS,WEIGHT,"PRICE, DKK",BARCODE,Type
Krakus,Parówki z szynki,Frankfurters from ham,200g,19,5900567012339,Type
Morliny,Berlinki classic,Classic frankfurters,250g,19,5900567001746,Type
